year,city,sr,tmin,tmax,rh,sh,ep,ws,rf,,,,,,,,,,,,,,,,,,,,,,,
01/01/2015,Sokoto,15.70,20.00,37.30,19.00,7.50,18.30,9.40,99.80,,,,,,,,,,,,,,,,,,,,,,,
01/02/2015,Sokoto,18.10,22.00,38.10,19.00,6.80,22.20,9.10,185.50,,,,,,,,,,,,,,,,,,,,,,,
01/03/2015,Sokoto,19.30,27.00,40.60,47.00,3.70,21.60,6.60,92.30,,,,,,,,,,,,,,,,,,,,,,,
01/04/2015,Sokoto,18.20,26.00,40.80,48.00,4.60,21.20,8.80,7.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2015,Sokoto,18.40,25.00,35.90,64.00,7.60,12.40,8.70,42.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2015,Sokoto,17.50,23.00,33.10,75.00,6.20,7.30,8.60,374.90,,,,,,,,,,,,,,,,,,,,,,,
01/07/2015,Sokoto,16.10,23.00,30.70,81.00,8.30,4.10,7.70,126.40,,,,,,,,,,,,,,,,,,,,,,,
01/08/2015,Sokoto,15.00,23.00,32.30,70.00,7.30,2.70,6.80,63.80,,,,,,,,,,,,,,,,,,,,,,,
01/09/2015,Sokoto,16.20,23.00,36.60,55.00,7.50,4.10,6.70,107.50,,,,,,,,,,,,,,,,,,,,,,,
01/10/2015,Sokoto,17.70,22.00,37.20,27.00,7.70,8.50,5.50,43.30,,,,,,,,,,,,,,,,,,,,,,,
01/11/2015,Sokoto,16.50,19.00,33.20,20.00,9.90,17.60,7.90,7.40,,,,,,,,,,,,,,,,,,,,,,,
01/12/2015,Sokoto,16.30,17.10,33.30,25.00,5.90,17.80,5.30,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2016,Sokoto,17.30,16.60,31.10,18.00,8.20,16.00,8.70,124.30,,,,,,,,,,,,,,,,,,,,,,,
01/02/2016,Sokoto,18.40,23.70,38.80,23.00,9.10,22.40,9.40,181.30,,,,,,,,,,,,,,,,,,,,,,,
01/03/2016,Sokoto,18.80,26.00,41.30,15.00,6.70,18.00,7.10,99.10,,,,,,,,,,,,,,,,,,,,,,,
01/04/2016,Sokoto,19.10,27.50,42.00,29.00,6.80,18.30,7.70,93.90,,,,,,,,,,,,,,,,,,,,,,,
01/05/2016,Sokoto,19.00,27.20,38.80,54.00,7.50,12.70,8.60,98.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2016,Sokoto,17.10,25.20,34.70,65.00,8.10,13.00,9.80,88.20,,,,,,,,,,,,,,,,,,,,,,,
01/07/2016,Sokoto,16.00,23.50,32.90,74.00,6.90,8.30,8.50,16.60,,,,,,,,,,,,,,,,,,,,,,,
01/08/2016,Sokoto,15.30,23.30,31.30,79.00,7.50,4.30,6.20,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2016,Sokoto,17.20,23.40,33.50,73.00,8.00,4.90,6.60,12.10,,,,,,,,,,,,,,,,,,,,,,,
01/10/2016,Sokoto,17.70,22.60,36.60,50.00,8.20,9.20,5.90,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2016,Sokoto,17.20,20.50,35.10,25.00,8.30,12.50,7.80,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/12/2016,Sokoto,16.50,18.40,35.30,23.00,6.80,13.60,6.40,5.50,,,,,,,,,,,,,,,,,,,,,,,
01/01/2017,Sokoto,16.30,20.00,36.00,24.00,8.70,11.00,10.50,2.40,,,,,,,,,,,,,,,,,,,,,,,
01/02/2017,Sokoto,16.30,21.50,38.30,20.00,9.10,13.00,8.80,15.10,,,,,,,,,,,,,,,,,,,,,,,
01/03/2017,Sokoto,17.40,23.60,40.20,16.00,9.40,14.90,7.30,16.30,,,,,,,,,,,,,,,,,,,,,,,
01/04/2017,Sokoto,19.70,25.90,42.00,19.00,8.70,15.70,9.90,1.70,,,,,,,,,,,,,,,,,,,,,,,
01/05/2017,Sokoto,17.70,26.80,39.40,51.00,7.10,11.40,9.90,30.40,,,,,,,,,,,,,,,,,,,,,,,
01/06/2017,Sokoto,17.50,26.40,37.10,56.00,8.40,9.50,10.00,48.60,,,,,,,,,,,,,,,,,,,,,,,
01/07/2017,Sokoto,16.10,24.60,34.50,67.00,9.10,6.10,7.40,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2017,Sokoto,14.60,22.80,31.10,81.00,7.70,3.00,6.10,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2017,Sokoto,17.30,23.00,31.90,75.00,8.60,3.10,5.40,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2017,Sokoto,16.60,23.30,35.30,61.00,8.60,5.10,9.30,8.90,,,,,,,,,,,,,,,,,,,,,,,
01/11/2017,Sokoto,16.40,19.30,32.00,24.00,7.90,9.90,11.40,3.50,,,,,,,,,,,,,,,,,,,,,,,
01/12/2017,Sokoto,15.30,16.40,32.70,31.00,9.60,9.60,7.90,29.80,,,,,,,,,,,,,,,,,,,,,,,
01/01/2018,Sokoto,15.30,19.00,36.80,13.00,1.50,17.70,11.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/02/2018,Sokoto,17.50,19.30,36.80,9.00,8.20,20.10,8.30,1.60,,,,,,,,,,,,,,,,,,,,,,,
01/03/2018,Sokoto,18.40,22.20,38.80,13.00,1.90,19.70,6.40,119.90,,,,,,,,,,,,,,,,,,,,,,,
01/04/2018,Sokoto,17.90,27.90,41.50,34.00,1.90,21.20,8.70,122.90,,,,,,,,,,,,,,,,,,,,,,,
01/05/2018,Sokoto,18.00,27.60,39.80,41.00,1.80,15.90,9.50,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2018,Sokoto,17.30,25.90,37.10,61.00,1.90,13.10,9.90,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/2018,Sokoto,14.60,24.20,33.20,76.00,1.40,7.60,11.20,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2018,Sokoto,13.10,23.00,30.70,83.00,7.50,3.80,7.30,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2018,Sokoto,14.90,22.20,31.20,72.00,8.20,5.10,5.60,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2018,Sokoto,15.60,22.30,35.10,39.00,9.40,1.30,7.10,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2018,Sokoto,17.50,28.40,36.80,17.00,7.90,17.60,9.10,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/12/2018,Sokoto,14.50,17.30,33.70,15.00,8.20,17.80,10.90,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2019,Sokoto,16.10,15.30,31.40,20.00,8.80,18.30,10.40,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/02/2019,Sokoto,17.00,16.60,34.90,12.00,8.00,20.70,7.10,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019,Sokoto,19.70,21.30,38.10,13.00,7.60,20.60,7.90,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/2019,Sokoto,18.30,25.80,39.70,34.00,7.80,17.10,10.20,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2019,Sokoto,17.50,25.10,37.40,50.00,5.50,15.20,9.70,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2019,Sokoto,17.50,23.70,35.50,61.00,7.80,10.50,8.40,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/2019,Sokoto,14.70,21.30,30.70,74.00,6.30,8.00,7.60,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2019,Sokoto,12.90,21.50,30.70,82.00,6.90,6.40,7.30,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2019,Sokoto,15.30,21.70,31.50,75.00,8.80,6.90,6.40,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2019,Sokoto,17.20,21.20,35.80,39.00,9.60,11.40,9.80,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2019,Sokoto,16.70,16.70,34.90,42.00,8.20,17.20,6.50,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/12/2019,Sokoto,15.60,18.00,34.20,54.00,8.40,17.20,6.50,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2020,Sokoto,14.90,16.30,32.10,12.00,5.50,17.20,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/2020,Sokoto,16.60,15.40,31.40,23.00,9.40,20.10,6.20,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2020,Sokoto,18.50,19.10,35.40,11.00,5.30,20.40,6.60,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/2020,Sokoto,20.40,25.10,39.40,39.00,6.90,17.90,6.70,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2020,Sokoto,19.00,26.30,39.80,49.00,7.20,15.50,6.70,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2020,Sokoto,17.50,23.90,35.20,61.00,7.50,12.20,9.30,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/2020,Sokoto,15.50,22.40,31.20,72.00,6.50,9.50,9.50,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2020,Sokoto,15.20,21.40,29.10,83.00,6.30,6.60,5.30,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2020,Sokoto,15.70,21.30,32.20,75.00,6.70,5.50,6.10,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2020,Sokoto,16.80,19.40,36.10,67.00,8.40,11.20,4.70,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2020,Sokoto,16.90,16.10,34.60,33.00,7.70,16.70,7.90,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/12/2020,Sokoto,14.90,13.10,30.80,20.00,8.40,17.50,5.30,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/2021,Sokoto,16.00,12.80,31.50,20.00,6.70,15.60,9.60,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/2021,Sokoto,16.70,16.20,35.00,15.00,9.10,21.20,7.70,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2021,Sokoto,19.50,21.30,40.10,23.00,6.80,19.90,5.80,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/2021,Sokoto,19.20,26.00,40.20,34.00,8.70,20.50,4.80,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/2021,Sokoto,17.90,25.60,39.20,52.00,9.00,15.70,6.70,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021,Sokoto,16.20,23.70,35.00,66.00,7.60,12.30,8.80,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/2021,Sokoto,16.00,23.70,32.10,76.00,7.00,7.90,9.10,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/2021,Sokoto,13.70,22.50,29.60,85.00,6.70,5.90,7.10,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/2021,Sokoto,16.40,21.30,31.50,77.00,8.50,6.60,6.80,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/2021,Sokoto,17.80,21.30,35.40,52.00,9.20,10.20,3.80,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/2021,Sokoto,17.30,20.10,37.40,27.00,8.80,11.20,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/12/2021,Sokoto,16.70,16.80,34.50,30.00,8.50,16.50,8.20,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/1991,Enugu,12.70,21.10,33.90,50.00,7.60,7.20,4.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/1991,Enugu,14.80,23.90,34.70,70.00,6.80,7.10,4.00,6.40,,,,,,,,,,,,,,,,,,,,,,,
01/03/1991,Enugu,17.20,23.70,33.50,71.00,6.70,6.60,6.00,22.10,,,,,,,,,,,,,,,,,,,,,,,
01/04/1991,Enugu,13.60,23.80,34.20,76.00,5.10,5.20,6.00,1.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/1991,Enugu,13.10,22.90,32.10,78.00,6.80,3.00,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/06/1991,Enugu,12.10,22.70,31.40,82.00,5.60,2.90,5.00,4.30,,,,,,,,,,,,,,,,,,,,,,,
01/07/1991,Enugu,9.90,22.20,29.90,80.00,3.40,2.40,5.00,27.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/1991,Enugu,10.30,22.10,29.70,81.00,3.80,2.30,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/1991,Enugu,11.70,21.90,29.60,85.00,3.80,2.60,4.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/1991,Enugu,13.90,21.80,29.80,79.00,5.70,2.40,4.00,16.60,,,,,,,,,,,,,,,,,,,,,,,
01/11/1991,Enugu,13.50,21.70,31.60,65.00,7.90,3.60,4.00,2.10,,,,,,,,,,,,,,,,,,,,,,,
01/12/1991,Enugu,12.00,20.30,31.80,69.00,8.10,7.30,4.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/1992,Enugu,14.40,19.40,32.20,59.00,7.80,8.80,6.00,7.10,,,,,,,,,,,,,,,,,,,,,,,
01/02/1992,Enugu,14.40,22.10,35.40,73.00,6.10,9.00,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/1992,Enugu,14.50,23.90,34.90,76.00,5.20,7.00,6.00,0.50,,,,,,,,,,,,,,,,,,,,,,,
01/04/1992,Enugu,13.20,23.10,34.60,70.00,6.10,6.00,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/1992,Enugu,12.40,22.20,30.90,79.00,6.30,4.10,5.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/06/1992,Enugu,12.80,22.90,30.50,82.00,5.40,2.90,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/1992,Enugu,10.30,21.80,29.10,82.00,4.40,2.30,5.00,33.80,,,,,,,,,,,,,,,,,,,,,,,
01/08/1992,Enugu,10.30,21.90,29.40,87.00,2.90,2.40,5.00,1.60,,,,,,,,,,,,,,,,,,,,,,,
01/09/1992,Enugu,12.00,22.20,30.20,81.00,4.70,2.30,6.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/10/1992,Enugu,12.50,21.90,31.30,81.00,4.70,2.60,48.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/11/1992,Enugu,14.60,20.30,32.10,78.00,6.30,6.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/12/1992,Enugu,13.20,20.30,34.20,49.00,7.20,5.10,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/1993,Enugu,13.40,22.20,34.20,47.00,6.90,6.90,5.00,32.40,,,,,,,,,,,,,,,,,,,,,,,
01/02/1993,Enugu,16.40,22.90,34.30,62.00,5.20,8.20,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/1993,Enugu,12.50,23.70,33.90,69.00,5.50,6.10,5.80,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/1993,Enugu,13.30,23.60,34.20,74.00,5.90,5.00,6.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/05/1993,Enugu,13.50,23.10,31.90,81.00,5.40,3.10,4.70,6.40,,,,,,,,,,,,,,,,,,,,,,,
01/06/1993,Enugu,11.10,23.20,29.80,82.00,5.60,2.70,5.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/07/1993,Enugu,9.60,22.20,29.60,84.00,3.20,2.40,6.00,43.90,,,,,,,,,,,,,,,,,,,,,,,
01/08/1993,Enugu,8.90,22.90,29.70,84.00,3.50,2.80,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/1993,Enugu,11.80,21.80,28.90,84.00,4.40,2.30,5.00,1.20,,,,,,,,,,,,,,,,,,,,,,,
01/10/1993,Enugu,12.90,21.90,31.20,82.00,4.60,2.60,5.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/11/1993,Enugu,14.80,21.70,32.30,61.00,6.60,4.80,5.00,0.50,,,,,,,,,,,,,,,,,,,,,,,
01/12/1993,Enugu,14.80,20.30,33.30,69.00,6.60,5.20,5.00,33.50,,,,,,,,,,,,,,,,,,,,,,,
01/01/1994,Enugu,13.20,19.20,32.20,63.00,5.50,14.40,11.00,109.50,,,,,,,,,,,,,,,,,,,,,,,
01/02/1994,Enugu,16.40,23.10,35.80,59.00,6.90,9.70,7.00,3.10,,,,,,,,,,,,,,,,,,,,,,,
01/03/1994,Enugu,14.70,23.80,36.50,68.00,5.70,10.70,6.00,2.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/1994,Enugu,13.10,25.50,36.70,73.00,6.50,7.80,8.00,24.20,,,,,,,,,,,,,,,,,,,,,,,
01/05/1994,Enugu,12.90,23.60,30.30,80.00,5.70,4.20,7.00,1.60,,,,,,,,,,,,,,,,,,,,,,,
01/06/1994,Enugu,12.30,22.80,30.20,82.00,5.70,2.90,7.00,57.30,,,,,,,,,,,,,,,,,,,,,,,
01/07/1994,Enugu,10.20,21.90,29.40,84.00,3.40,7.70,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/08/1994,Enugu,9.60,21.70,29.80,80.00,3.20,2.40,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/1994,Enugu,13.00,22.60,31.50,84.00,3.90,2.30,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/1994,Enugu,13.50,22.80,33.70,83.00,5.80,3.10,5.00,9.80,,,,,,,,,,,,,,,,,,,,,,,
01/11/1994,Enugu,13.20,23.10,33.20,64.00,6.70,4.10,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/12/1994,Enugu,13.40,22.10,32.90,69.00,7.90,5.50,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/1995,Enugu,12.30,20.10,34.40,18.00,6.50,9.70,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/1995,Enugu,14.30,23.90,35.90,56.00,5.40,8.90,6.00,0.50,,,,,,,,,,,,,,,,,,,,,,,
01/03/1995,Enugu,14.30,24.80,34.80,57.00,6.20,7.00,8.00,37.60,,,,,,,,,,,,,,,,,,,,,,,
01/04/1995,Enugu,13.70,23.70,32.70,65.00,6.70,5.00,7.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/05/1995,Enugu,13.80,22.90,31.90,77.00,5.70,3.90,5.00,5.10,,,,,,,,,,,,,,,,,,,,,,,
01/06/1995,Enugu,12.70,21.90,31.00,81.00,4.90,3.10,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/1995,Enugu,10.10,21.70,29.50,83.00,3.70,2.60,5.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/08/1995,Enugu,8.10,21.80,29.80,83.00,2.50,2.50,6.00,26.70,,,,,,,,,,,,,,,,,,,,,,,
01/09/1995,Enugu,10.40,21.10,29.90,82.00,3.00,2.60,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/10/1995,Enugu,12.90,22.30,30.60,77.00,5.10,2.80,5.00,6.10,,,,,,,,,,,,,,,,,,,,,,,
01/11/1995,Enugu,15.80,22.10,31.80,71.00,6.50,3.90,4.00,15.70,,,,,,,,,,,,,,,,,,,,,,,
01/12/1995,Enugu,14.40,20.20,32.20,66.00,7.10,7.60,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/01/1996,Enugu,13.30,23.10,34.20,51.00,4.40,5.80,5.00,28.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/1996,Enugu,15.50,21.30,35.40,62.00,6.80,11.30,5.00,46.50,,,,,,,,,,,,,,,,,,,,,,,
01/03/1996,Enugu,13.00,23.90,34.20,67.00,4.90,6.40,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/04/1996,Enugu,13.30,23.50,32.10,73.00,6.40,3.90,6.00,4.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/1996,Enugu,13.50,22.70,32.30,78.00,5.80,3.50,7.00,26.90,,,,,,,,,,,,,,,,,,,,,,,
01/06/1996,Enugu,12.80,22.90,30.30,80.00,4.00,2.80,6.00,4.60,,,,,,,,,,,,,,,,,,,,,,,
01/07/1996,Enugu,8.90,21.70,30.20,83.00,3.60,2.20,5.00,9.40,,,,,,,,,,,,,,,,,,,,,,,
01/08/1996,Enugu,8.70,21.60,29.60,83.00,2.60,2.20,5.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/09/1996,Enugu,12.50,21.50,29.90,82.00,4.30,2.30,4.00,0.25,,,,,,,,,,,,,,,,,,,,,,,
01/10/1996,Enugu,13.40,22.20,31.20,79.00,5.20,2.90,5.00,75.90,,,,,,,,,,,,,,,,,,,,,,,
01/11/1996,Enugu,16.00,23.10,33.30,71.00,6.80,3.50,4.00,21.80,,,,,,,,,,,,,,,,,,,,,,,
01/12/1996,Enugu,13.70,20.30,32.40,53.00,7.10,7.80,6.00,72.60,,,,,,,,,,,,,,,,,,,,,,,
01/01/1997,Enugu,13.20,22.20,34.40,73.00,4.90,7.00,5.00,54.80,,,,,,,,,,,,,,,,,,,,,,,
01/02/1997,Enugu,12.60,23.90,35.80,53.00,6.00,6.50,6.00,102.30,,,,,,,,,,,,,,,,,,,,,,,
01/03/1997,Enugu,12.30,23.70,33.20,71.00,4.80,5.50,7.00,56.70,,,,,,,,,,,,,,,,,,,,,,,
01/04/1997,Enugu,13.40,23.80,34.30,78.00,5.20,4.80,7.00,30.90,,,,,,,,,,,,,,,,,,,,,,,
01/05/1997,Enugu,14.80,22.60,32.10,78.00,6.20,3.40,6.00,49.30,,,,,,,,,,,,,,,,,,,,,,,
01/06/1997,Enugu,11.70,22.80,31.40,81.00,6.30,3.00,6.00,4.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/1997,Enugu,9.20,21.80,29.40,83.00,5.40,2.60,7.00,16.10,,,,,,,,,,,,,,,,,,,,,,,
01/08/1997,Enugu,8.60,21.80,29.20,84.00,4.80,2.70,7.00,206.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/1997,Enugu,10.80,21.90,29.90,83.00,4.40,2.60,6.00,127.10,,,,,,,,,,,,,,,,,,,,,,,
01/10/1997,Enugu,13.70,22.60,30.90,79.00,5.50,2.80,6.00,33.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/1997,Enugu,16.40,22.10,32.10,79.00,6.40,3.60,5.00,46.40,,,,,,,,,,,,,,,,,,,,,,,
01/12/1997,Enugu,14.30,19.30,32.30,49.00,6.20,8.30,7.00,4.40,,,,,,,,,,,,,,,,,,,,,,,
01/01/1998,Enugu,12.80,21.30,34.40,56.00,5.60,7.70,6.00,0.00,,,,,,,,,,,,,,,,,,,,,,,
01/02/1998,Enugu,15.30,23.40,34.90,72.00,4.90,6.30,6.00,63.40,,,,,,,,,,,,,,,,,,,,,,,
01/03/1998,Enugu,11.70,23.60,35.20,67.00,5.20,6.40,7.00,111.50,,,,,,,,,,,,,,,,,,,,,,,
01/04/1998,Enugu,11.60,24.60,35.40,73.00,5.60,5.60,7.00,62.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/1998,Enugu,13.60,23.70,33.90,76.00,6.10,4.70,8.00,9.70,,,,,,,,,,,,,,,,,,,,,,,
01/06/1998,Enugu,12.50,22.60,30.80,80.00,4.80,3.10,6.00,90.20,,,,,,,,,,,,,,,,,,,,,,,
01/07/1998,Enugu,10.80,22.90,31.20,81.00,4.00,2.80,6.00,48.60,,,,,,,,,,,,,,,,,,,,,,,
01/08/1998,Enugu,9.50,22.70,29.90,84.00,4.60,2.20,6.00,111.60,,,,,,,,,,,,,,,,,,,,,,,
01/09/1998,Enugu,12.50,22.50,31.20,83.00,4.50,2.40,5.00,25.80,,,,,,,,,,,,,,,,,,,,,,,
01/10/1998,Enugu,13.70,22.60,32.10,78.00,6.00,2.70,5.00,30.00,,,,,,,,,,,,,,,,,,,,,,,
01/11/1998,Enugu,14.70,23.10,34.40,71.00,6.80,4.80,5.00,32.30,,,,,,,,,,,,,,,,,,,,,,,
01/12/1998,Enugu,13.80,20.20,34.20,63.00,5.30,7.00,6.00,72.50,,,,,,,,,,,,,,,,,,,,,,,
01/01/1999,Enugu,12.70,22.30,34.20,52.00,5.80,8.00,6.00,10.40,,,,,,,,,,,,,,,,,,,,,,,
01/02/1999,Enugu,14.20,24.90,36.90,67.00,6.20,7.80,6.00,2.90,,,,,,,,,,,,,,,,,,,,,,,
01/03/1999,Enugu,13.70,24.70,35.20,72.00,5.50,5.80,8.00,186.80,,,,,,,,,,,,,,,,,,,,,,,
01/04/1999,Enugu,12.70,24.60,34.30,72.00,6.50,4.90,8.00,20.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/1999,Enugu,13.30,22.50,32.40,79.00,6.30,3.40,6.00,78.90,,,,,,,,,,,,,,,,,,,,,,,
01/06/1999,Enugu,12.80,22.70,30.80,79.00,5.40,2.70,6.00,70.00,,,,,,,,,,,,,,,,,,,,,,,
01/07/1999,Enugu,10.40,21.90,29.90,81.00,2.70,2.30,6.00,56.70,,,,,,,,,,,,,,,,,,,,,,,
01/08/1999,Enugu,9.70,22.70,29.70,81.00,3.90,2.70,7.00,11.10,,,,,,,,,,,,,,,,,,,,,,,
01/09/1999,Enugu,11.00,21.60,30.30,84.00,4.30,2.10,6.00,64.30,,,,,,,,,,,,,,,,,,,,,,,
01/10/1999,Enugu,13.50,21.90,31.10,82.00,5.90,2.40,5.00,151.90,,,,,,,,,,,,,,,,,,,,,,,
01/11/1999,Enugu,15.10,22.10,33.20,75.00,7.10,3.70,46.00,134.90,,,,,,,,,,,,,,,,,,,,,,,
01/12/1999,Enugu,13.10,21.20,32.40,60.00,5.50,5.20,6.00,29.70,,,,,,,,,,,,,,,,,,,,,,,
01/01/2000,Enugu,12.20,17.20,33.30,26.00,5.70,11.00,9.00,236.40,,,,,,,,,,,,,,,,,,,,,,,
01/02/2000,Enugu,12.80,21.30,35.20,39.00,4.90,11.70,8.00,76.00,,,,,,,,,,,,,,,,,,,,,,,
01/03/2000,Enugu,13.30,24.60,35.90,67.00,5.40,7.00,8.00,85.80,,,,,,,,,,,,,,,,,,,,,,,
01/04/2000,Enugu,12.90,23.50,33.80,72.00,6.10,5.70,8.00,115.80,,,,,,,,,,,,,,,,,,,,,,,
01/05/2000,Enugu,13.30,22.60,31.10,79.00,6.20,2.80,6.00,3.30,,,,,,,,,,,,,,,,,,,,,,,
01/06/2000,Enugu,12.40,22.70,31.40,82.00,5.10,2.50,5.00,137.90,,,,,,,,,,,,,,,,,,,,,,,
01/07/2000,Enugu,10.60,21.90,29.90,84.00,5.30,2.10,4.00,127.80,,,,,,,,,,,,,,,,,,,,,,,
01/08/2000,Enugu,11.40,21.50,29.40,87.00,4.30,1.70,5.00,97.80,,,,,,,,,,,,,,,,,,,,,,,
01/09/2000,Enugu,11.60,21.60,29.80,83.00,4.70,2.20,5.00,148.70,,,,,,,,,,,,,,,,,,,,,,,
01/10/2000,Enugu,12.00,21.70,30.50,82.00,6.10,2.40,5.00,95.30,,,,,,,,,,,,,,,,,,,,,,,
01/11/2000,Enugu,13.80,22.20,33.30,74.00,7.60,4.10,4.00,167.90,,,,,,,,,,,,,,,,,,,,,,,
01/12/2000,Enugu,14.90,19.30,33.20,56.00,7.60,6.70,5.00,181.50,,,,,,,,,,,,,,,,,,,,,,,
01/01/2001,Enugu,12.80,22.70,33.90,66.00,4.00,6.40,5.40,197.10,,,,,,,,,,,,,,,,,,,,,,,
01/02/2001,Enugu,14.40,22.20,35.30,50.00,6.90,9.90,6.80,200.90,,,,,,,,,,,,,,,,,,,,,,,
